candidate_id,current_title,years_of_experience,location,country,semantic_score,skill_required_score,skill_preferred_score,title_career_score,experience_score,location_score,education_score,behavior_modifier,is_honeypot,honeypot_reasons,overall_score,matched_required_skills,missing_required_skills,title_career_reasons
CAND_0079387,AI Engineer,6.9,"Trivandrum, Kerala",India,0.8673197,0.3,0.2714285714285714,0.95,1.0,0.75,1.0,1.0396999999999998,False,,0.9433579428014174,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'bge']","['hybrid search', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0050876,Applied ML Engineer,6.0,"Kolkata, West Bengal",India,0.88044727,0.2642857142857143,0.19999999999999998,0.95,1.0,0.75,1.0,1.05,False,,0.9412118854212856,"['embeddings', 'ranking', 'faiss', 'opensearch', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'elasticsearch', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0055905,Senior Machine Learning Engineer,8.1,London,UK,0.862908,0.37857142857142856,0.24285714285714285,0.95,1.0,0.3,1.0,1.05,False,,0.939310029210803,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'bge']","['hybrid search', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Senior Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0061655,Machine Learning Engineer,4.6,"Jaipur, Rajasthan",India,0.8748827,0.3392857142857143,0.17857142857142858,0.95,0.9199999999999999,0.75,1.0,1.0446499999999999,False,,0.9390009275882746,"['embeddings', 'ranking', 'elasticsearch', 'opensearch', 'pinecone', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0096142,Applied ML Engineer,5.0,"Hyderabad, Telangana",India,0.85285354,0.23214285714285715,0.35000000000000003,0.95,1.0,1.0,1.0,1.03305,False,,0.9384326527486615,"['embeddings', 'retrieval', 'ranking', 'pinecone', 'weaviate']","['hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0050454,AI Engineer,6.8,"Delhi, Delhi",India,0.8514614,0.30357142857142855,0.21428571428571427,0.95,1.0,1.0,1.0,1.0270499999999998,False,,0.9367769025920178,"['retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'qdrant', 'bge']","['embeddings', 'hybrid search', 'opensearch', 'pinecone', 'weaviate', 'milvus', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0007009,Recommendation Systems Engineer,7.9,"Noida, Uttar Pradesh",India,0.84967643,0.38571428571428573,0.32857142857142857,0.95,1.0,1.0,0.8,1.0056,False,,0.9357662820596805,"['embeddings', 'retrieval', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'bge']","['ranking', 'hybrid search', 'qdrant', 'milvus', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0042506,Search Engineer,4.2,"Mumbai, Maharashtra",India,0.87652206,0.32857142857142857,0.19999999999999998,0.95,0.8400000000000001,1.0,0.8,1.05,False,,0.9347432333573451,"['embeddings', 'retrieval', 'ranking', 'faiss', 'pinecone', 'qdrant', 'milvus']","['hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'weaviate', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0027691,NLP Engineer,6.5,"Pune, Maharashtra",India,0.8528442,0.31607142857142856,0.3,0.95,1.0,1.0,0.8,1.02195,False,,0.931839199364626,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'weaviate', 'bge']","['hybrid search', 'opensearch', 'pinecone', 'qdrant', 'milvus', 'e5']","[""current title 'NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0086022,Senior Applied Scientist,5.3,"Kolkata, West Bengal",India,0.8981949,0.3392857142857143,0.37142857142857144,0.95,1.0,0.75,1.0,0.99305,False,,0.9316410636445174,"['embeddings', 'retrieval', 'ranking', 'faiss', 'elasticsearch', 'pinecone', 'bge']","['hybrid search', 'sentence-transformers', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Senior Applied Scientist' is a direct match for this JD's target roles""]"
CAND_0044222,AI Engineer,7.7,"Vizag, Andhra Pradesh",India,0.8586314,0.38392857142857145,0.17142857142857143,0.95,1.0,0.75,1.0,1.01665,False,,0.9301526730027537,"['retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant', 'bge']","['embeddings', 'hybrid search', 'pinecone', 'milvus', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0093912,Senior Data Scientist,5.3,"Chandigarh, Chandigarh",India,0.85284096,0.37857142857142856,0.0,0.95,1.0,0.75,0.8,1.05,False,,0.9264915130227762,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'milvus', 'bge']","['hybrid search', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0041669,Recommendation Systems Engineer,8.0,"Noida, Uttar Pradesh",India,0.87638986,0.37142857142857144,0.18898809523809526,0.95,1.0,1.0,1.0,0.9894499999999999,False,,0.9255826209038351,"['embeddings', 'retrieval', 'ranking', 'faiss', 'pinecone', 'weaviate', 'qdrant', 'milvus']","['hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0029367,Senior Data Scientist,5.7,"Bangalore, Karnataka",India,0.85010695,0.2928571428571428,0.21071428571428572,0.95,1.0,0.75,0.8,1.05,False,,0.9250665569958609,"['embeddings', 'retrieval', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'bge']","['ranking', 'hybrid search', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0006418,Machine Learning Engineer,5.7,"Gurgaon, Haryana",India,0.8430786,0.425,0.03571428571428571,0.95,1.0,0.75,1.0,1.0189499999999998,False,,0.9231184899980085,"['embeddings', 'retrieval', 'ranking', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant']","['hybrid search', 'sentence-transformers', 'faiss', 'pinecone', 'milvus', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0064326,Search Engineer,7.6,"Gurgaon, Haryana",India,0.8605485,0.25357142857142856,0.25,0.95,1.0,0.75,0.8,1.05,False,,0.9230284345372605,"['embeddings', 'retrieval', 'ranking', 'pinecone', 'weaviate', 'milvus']","['hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'qdrant', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0052682,NLP Engineer,6.6,"Vizag, Andhra Pradesh",India,0.86869746,0.19999999999999998,0.22142857142857145,0.95,1.0,0.75,1.0,1.0485,False,,0.9209953405449557,"['embeddings', 'ranking', 'faiss', 'pinecone']","['retrieval', 'hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0030031,AI Engineer,5.7,"Trivandrum, Kerala",India,0.86863333,0.125,0.42857142857142855,0.95,1.0,0.75,1.0,1.046,False,,0.920791700312214,"['embeddings', 'ranking', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0000031,Recommendation Systems Engineer,6.0,"Hyderabad, Telangana",India,0.85080504,0.28214285714285714,0.03571428571428571,0.95,1.0,1.0,0.8,1.05,False,,0.9206426976032845,"['embeddings', 'retrieval', 'ranking', 'faiss', 'pinecone']","['hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0062247,AI Engineer,7.3,"Kochi, Kerala",India,0.865806,0.32857142857142857,0.1571428571428571,0.95,1.0,0.75,1.0,1.0184,False,,0.9191795481974679,"['retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'qdrant', 'bge']","['embeddings', 'hybrid search', 'opensearch', 'weaviate', 'milvus', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0065195,Search Engineer,5.1,"Kolkata, West Bengal",India,0.85472226,0.2571428571428572,0.09285714285714286,0.95,1.0,0.75,1.0,1.05,False,,0.9183834965542725,"['embeddings', 'retrieval', 'ranking', 'elasticsearch', 'pinecone', 'qdrant']","['hybrid search', 'sentence-transformers', 'faiss', 'opensearch', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0036184,Recommendation Systems Engineer,6.0,"Trivandrum, Kerala",India,0.8375237,0.3392857142857143,0.07142857142857142,0.95,1.0,0.75,0.8,1.05,False,,0.9178097806506698,"['embeddings', 'retrieval', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'bge']","['ranking', 'hybrid search', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0052328,Recommendation Systems Engineer,6.5,"Pune, Maharashtra",India,0.8685621,0.18571428571428572,0.22857142857142856,0.95,1.0,1.0,1.0,1.02975,False,,0.9173811020833956,"['embeddings', 'retrieval', 'ranking', 'opensearch', 'pinecone']","['hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0054394,Recommendation Systems Engineer,4.1,"Pune, Maharashtra",India,0.86246467,0.325,0.0,0.95,0.82,1.0,1.0,1.04775,False,,0.9155998696979151,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'bge']","['hybrid search', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0095528,Senior Data Scientist,5.3,"Indore, Madhya Pradesh",India,0.8822826,0.30357142857142855,0.17500000000000002,0.95,1.0,0.75,1.0,1.01195,False,,0.9150611166256447,"['embeddings', 'retrieval', 'ranking', 'elasticsearch', 'opensearch', 'qdrant']","['hybrid search', 'sentence-transformers', 'faiss', 'pinecone', 'weaviate', 'milvus', 'bge', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0014440,Recommendation Systems Engineer,6.4,"Chennai, Tamil Nadu",India,0.8573181,0.3535714285714286,0.0,0.95,1.0,0.75,1.0,1.0218,False,,0.9095619942498733,"['retrieval', 'ranking', 'faiss', 'elasticsearch', 'qdrant', 'milvus']","['embeddings', 'hybrid search', 'sentence-transformers', 'opensearch', 'pinecone', 'weaviate', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0066376,Applied ML Engineer,5.7,"Mumbai, Maharashtra",India,0.8884673,0.2571428571428572,0.17857142857142858,0.95,1.0,1.0,1.0,0.998,False,,0.9090052741177541,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'bge']","['hybrid search', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0018549,Recommendation Systems Engineer,6.8,"Coimbatore, Tamil Nadu",India,0.8899262,0.41428571428571426,0.05714285714285715,0.95,1.0,0.75,1.0,0.9843,False,,0.9081850014855855,"['embeddings', 'ranking', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'pinecone', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0072660,Machine Learning Engineer,7.1,Berlin,Germany,0.8549957,0.25,0.28214285714285714,0.95,1.0,0.3,1.0,1.05,False,,0.907169131963442,"['ranking', 'faiss', 'elasticsearch', 'opensearch']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0040887,Machine Learning Engineer,4.7,Toronto,Canada,0.8537481,0.3464285714285714,0.2357142857142857,0.95,0.9400000000000001,0.3,0.8,1.05,False,,0.9045885202620454,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'milvus', 'bge']","['hybrid search', 'opensearch', 'weaviate', 'qdrant', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0075249,Applied ML Engineer,6.2,"Ahmedabad, Gujarat",India,0.8820368,0.35000000000000003,0.03571428571428571,0.95,1.0,0.75,1.0,1.00125,False,,0.9030132315174368,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'milvus', 'bge']","['hybrid search', 'opensearch', 'weaviate', 'qdrant', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0076163,NLP Engineer,6.9,"Chandigarh, Chandigarh",India,0.8583181,0.23392857142857143,0.08928571428571429,0.95,1.0,0.75,0.8,1.05,False,,0.9005385045420418,"['ranking', 'elasticsearch', 'opensearch', 'weaviate']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'pinecone', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0075574,Machine Learning Engineer,5.7,"Bangalore, Karnataka",India,0.84925175,0.36428571428571427,0.07857142857142858,0.95,1.0,0.75,1.0,1.0031999999999999,False,,0.9004019461880426,"['embeddings', 'ranking', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'milvus', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0066999,Recommendation Systems Engineer,5.9,"Delhi, Delhi",India,0.8616916,0.31428571428571433,0.0,0.95,1.0,1.0,1.0,1.0024,False,,0.8996178090501146,"['embeddings', 'ranking', 'faiss', 'opensearch', 'pinecone']","['retrieval', 'hybrid search', 'sentence-transformers', 'elasticsearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0040117,Recommendation Systems Engineer,6.5,"Vizag, Andhra Pradesh",India,0.8629229,0.2357142857142857,0.25,0.95,1.0,0.75,1.0,1.0119999999999998,False,,0.8984914164330325,"['embeddings', 'retrieval', 'ranking', 'faiss', 'pinecone']","['hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0061265,Recommendation Systems Engineer,6.6,"Delhi, Delhi",India,0.863425,0.39999999999999997,0.07142857142857142,0.95,1.0,1.0,1.0,0.9686499999999999,False,,0.8971154069653683,"['embeddings', 'retrieval', 'ranking', 'sentence-transformers', 'faiss', 'elasticsearch', 'qdrant', 'milvus', 'bge']","['hybrid search', 'opensearch', 'pinecone', 'weaviate', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0049538,Applied ML Engineer,5.8,"Jaipur, Rajasthan",India,0.86241525,0.3535714285714286,0.07142857142857142,0.95,1.0,0.75,1.0,0.9966499999999999,False,,0.8960332714843248,"['embeddings', 'retrieval', 'ranking', 'elasticsearch', 'opensearch', 'milvus']","['hybrid search', 'sentence-transformers', 'faiss', 'pinecone', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'Applied ML Engineer' is a direct match for this JD's target roles""]"
CAND_0081852,Senior Data Scientist,5.9,"Delhi, Delhi",India,0.8466091,0.18214285714285713,0.1142857142857143,0.95,1.0,1.0,0.8,1.0434999999999999,False,,0.8957706759084173,"['embeddings', 'pinecone', 'weaviate', 'milvus']","['retrieval', 'ranking', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'qdrant', 'bge', 'e5']","[""current title 'Senior Data Scientist' is a direct match for this JD's target roles""]"
CAND_0041610,Recommendation Systems Engineer,6.7,"Indore, Madhya Pradesh",India,0.8555569,0.30357142857142855,0.08928571428571429,0.95,1.0,0.75,0.8,1.0251500000000002,False,,0.8957054446870673,"['embeddings', 'retrieval', 'ranking', 'elasticsearch', 'opensearch', 'pinecone']","['hybrid search', 'sentence-transformers', 'faiss', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0064904,AI Engineer,4.9,"Hyderabad, Telangana",India,0.8762518,0.3098214285714286,0.1285714285714286,0.95,0.9800000000000001,1.0,0.8,0.9945999999999999,False,,0.8942785742348416,"['embeddings', 'ranking', 'elasticsearch', 'opensearch', 'weaviate']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'pinecone', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0081053,NLP Engineer,5.4,"Chandigarh, Chandigarh",India,0.87816226,0.26785714285714285,0.19999999999999998,0.95,1.0,0.75,1.0,0.9969499999999999,False,,0.8936934749373725,"['embeddings', 'ranking', 'opensearch', 'weaviate', 'qdrant']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'pinecone', 'milvus', 'bge', 'e5']","[""current title 'NLP Engineer' is a direct match for this JD's target roles""]"
CAND_0074225,Machine Learning Engineer,4.3,"Vizag, Andhra Pradesh",India,0.82850283,0.28928571428571426,0.22142857142857145,0.95,0.86,0.75,0.8,1.0476,False,,0.8932072994430421,"['embeddings', 'ranking', 'elasticsearch', 'pinecone', 'qdrant', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'opensearch', 'weaviate', 'bge', 'e5']","[""current title 'Machine Learning Engineer' is a direct match for this JD's target roles""]"
CAND_0008239,AI Engineer,4.0,"Jaipur, Rajasthan",India,0.86348605,0.31428571428571433,0.1357142857142857,0.95,0.8,0.75,1.0,1.03,False,,0.8926576738962462,"['ranking', 'faiss', 'elasticsearch', 'weaviate', 'milvus']","['embeddings', 'retrieval', 'hybrid search', 'sentence-transformers', 'opensearch', 'pinecone', 'qdrant', 'bge', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0036437,Search Engineer,4.8,"Kolkata, West Bengal",India,0.85536355,0.42142857142857143,0.0,0.95,0.96,0.75,0.8,1.00115,False,,0.8889505806942108,"['retrieval', 'ranking', 'faiss', 'elasticsearch', 'opensearch', 'weaviate', 'milvus']","['embeddings', 'hybrid search', 'sentence-transformers', 'pinecone', 'qdrant', 'bge', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
CAND_0006567,Senior AI Engineer,7.9,"Noida, Uttar Pradesh",India,0.8583013,0.07142857142857142,0.17202380952380952,0.95,1.0,1.0,1.0,1.0407,False,,0.8882382223270887,"['retrieval', 'ranking']","['embeddings', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'milvus', 'bge', 'e5']","[""current title 'Senior AI Engineer' is a direct match for this JD's target roles""]"
CAND_0053591,AI Engineer,5.3,Toronto,Canada,0.83207977,0.33125,0.10357142857142856,0.95,1.0,0.3,0.8,1.05,False,,0.887957488800096,"['embeddings', 'ranking', 'opensearch', 'pinecone', 'qdrant', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'faiss', 'elasticsearch', 'weaviate', 'bge', 'e5']","[""current title 'AI Engineer' is a direct match for this JD's target roles""]"
CAND_0077285,Recommendation Systems Engineer,5.5,"Ahmedabad, Gujarat",India,0.84079075,0.30476190476190473,0.1875,0.95,1.0,0.75,0.8,1.0102,False,,0.887186875789155,"['embeddings', 'ranking', 'faiss', 'pinecone', 'milvus']","['retrieval', 'hybrid search', 'sentence-transformers', 'elasticsearch', 'opensearch', 'weaviate', 'qdrant', 'bge', 'e5']","[""current title 'Recommendation Systems Engineer' is a direct match for this JD's target roles""]"
CAND_0020708,Search Engineer,4.2,"Indore, Madhya Pradesh",India,0.85409284,0.26279761904761906,0.1392857142857143,0.95,0.8400000000000001,0.75,0.8,1.0441,False,,0.8817772156833268,"['retrieval', 'sentence-transformers', 'faiss', 'elasticsearch', 'milvus', 'bge']","['embeddings', 'ranking', 'hybrid search', 'opensearch', 'pinecone', 'weaviate', 'qdrant', 'e5']","[""current title 'Search Engineer' is a direct match for this JD's target roles""]"
